# Monte Carlo Simulation - GeoStudio SLOPE/W + SEEP/W
# Generated   : 2026-03-23 02:41:56
# Input file  : E:\Github\MCP_Geostudio\Metro-Center.gsz
# Iterations  : 500
# Random seed : 42
# Solver      : C:\Program Files\Seequent\GeoStudio 2024.2\Bin\GeoCmd.exe
# Execution   : Sequential (chained SEEP/W -> SLOPE/W per iteration)
#
# --- Soil Parameter Distributions ---
# CohesionPrime = Lognormal | PhiPrime = Normal (min 1 deg)
# Reference    : Phoon & Kulhawy (1999), Duncan (2000)
#
# SC (Silty Clay): c_mean=198.4 psf  COV=35% | phi_mean=20.0 deg  COV=10%
# AWYC (Weathered Yazoo Clay in Active Zone): c_mean=79.3 psf  COV=40% | phi_mean=19.0 deg  COV=12%
# WYC (Weathered Yazoo Clay): c_mean=248.5 psf  COV=40% | phi_mean=19.0 deg  COV=12%
# UYC (Unweathered Yazoo Clay): c_mean=384.2 psf  COV=30% | phi_mean=20.0 deg  COV=8%
#
# --- Rainfall Distribution ---
# Lognormal | COV = 35% | Zero points fixed
#   Day 4: baseline = 0.01 in/day
#   Day 5: baseline = 0.61 in/day
#   Day 6: baseline = 0.01 in/day
#   Day 8: baseline = 1.0 in/day
#   Day 9: baseline = 0.08 in/day
#
# --- Column Units ---
# cohesion = psf | phi = degrees | rainfall = in/day | FS = dimensionless
#
iter,SC_cohesion_psf,SC_phi_deg,AWYC_cohesion_psf,AWYC_phi_deg,WYC_cohesion_psf,WYC_phi_deg,UYC_cohesion_psf,UYC_phi_deg,rainfall_day4_in_per_day,rainfall_day5_in_per_day,rainfall_day6_in_per_day,rainfall_day8_in_per_day,rainfall_day9_in_per_day,FS_Slope_Stability,FS_FS
311,235.5015,18.9064,211.251,21.3681,123.4617,15.4837,382.6418,19.3675,0.007522,0.565378,0.017681,1.034509,0.071407,1.395275,1.324232
312,103.4616,18.9974,104.7851,17.3877,137.1251,18.1102,429.265,19.3046,0.008474,0.232343,0.011269,1.262864,0.08561,1.368335,1.029065
313,140.3187,18.7965,116.0893,20.3066,323.8884,20.8628,280.9224,20.2697,0.004456,0.53987,0.008079,1.31969,0.093165,1.656694,1.18442
314,169.7267,20.5595,72.8613,19.7573,182.5261,18.2378,307.5609,17.1913,0.009329,0.562383,0.011949,1.635325,0.079741,1.485165,1.014932
315,164.0116,20.6642,76.1537,21.6371,566.8373,15.6686,393.3607,21.2933,0.008493,0.778546,0.013237,0.857909,0.054848,1.626873,1.099294
316,332.4529,19.4791,80.5191,20.6185,218.191,18.955,308.3726,21.3474,0.010227,0.575196,0.010437,0.875214,0.050222,1.601699,1.082234
317,226.9892,18.3654,134.763,15.9187,199.5574,20.2509,442.2136,19.9479,0.010603,0.517094,0.013657,0.68709,0.091669,1.52311,1.1572
318,255.4129,19.7826,65.0116,18.8248,145.489,18.7346,375.5314,19.3616,0.009096,0.61332,0.007342,1.362797,0.072007,1.408572,0.944475
319,189.242,20.857,59.0675,23.1607,105.5024,16.3851,489.4067,19.5478,0.010212,0.517991,0.012374,1.423209,0.119534,1.311734,1.008258
320,179.5009,22.3525,146.5925,15.7636,231.0302,19.603,670.5235,19.7411,0.010019,0.498503,0.006144,0.688953,0.067385,1.544776,1.189389
321,161.3288,20.524,65.468,18.7454,172.235,17.9668,309.3687,17.5502,0.01145,0.656884,0.017841,0.901207,0.053284,1.418735,0.943605
322,166.7011,17.7122,70.6491,22.6028,277.7555,20.7084,305.8618,16.7186,0.007928,0.530168,0.009609,0.65675,0.092018,1.651634,1.101423
323,178.7763,20.1883,71.8626,21.4029,177.095,17.839,290.9758,21.1687,0.009726,0.280275,0.011794,0.801498,0.062592,1.478748,1.072788
324,202.6851,22.7235,61.4031,18.8965,312.0918,19.0169,322.1465,20.7887,0.006093,0.596469,0.011987,0.813116,0.062877,1.436163,0.93074
325,229.7659,19.1889,196.8016,19.3799,324.0599,12.2045,382.1129,19.9603,0.011754,0.37997,0.00822,1.567826,0.064656,1.543851,1.452349
326,143.9794,16.8512,118.9675,17.6876,202.3711,18.2877,230.1252,21.6874,0.011949,0.428297,0.015604,0.905748,0.180395,1.506304,1.106105
327,202.6264,20.0614,117.9247,17.4708,252.1257,19.5855,297.6785,20.3805,0.009543,1.108388,0.012563,0.322936,0.06398,1.547168,1.136021
328,286.2916,22.5461,41.5368,23.8073,151.8705,18.7208,488.1289,21.3692,0.005497,0.645925,0.010871,1.350283,0.059569,1.531865,0.954232
329,274.7042,20.067,52.9926,17.6757,404.184,19.2809,345.2403,18.9097,0.010722,0.794065,0.007221,1.425154,0.057363,1.318718,0.841896
330,214.5689,20.8118,84.5311,20.1423,303.141,22.1483,370.2276,20.324,0.010739,0.712445,0.009152,0.972166,0.092746,1.600046,1.082494
331,240.8102,19.0527,52.9162,16.8206,104.7418,18.3546,669.2216,20.286,0.010414,0.56638,0.012223,0.545501,0.100935,1.253221,0.816025
332,455.0778,19.2329,66.7853,17.3713,159.9311,22.0824,657.1412,22.2776,0.005612,0.442807,0.005594,1.009308,0.075135,1.3593,0.899093
333,127.4908,21.6863,73.3925,14.4683,267.4051,18.3312,583.7589,23.3576,0.007904,0.793081,0.016744,0.88595,0.086849,1.191392,0.824956
334,255.7595,18.5119,108.5953,21.6155,482.597,19.6341,319.5893,23.7204,0.013758,0.632784,0.007331,0.955909,0.085064,1.781631,1.248135
335,234.9461,18.3294,110.7585,20.8659,177.7448,17.2209,336.4768,18.1814,0.016387,0.881852,0.005076,1.618513,0.115527,1.486691,1.195074
336,222.5829,19.8616,76.0362,18.6928,428.0931,16.718,236.4487,18.3412,0.009286,0.32566,0.010533,0.508482,0.074521,1.486836,0.989719
337,279.3993,18.185,167.9583,19.7665,190.4662,15.6397,414.0952,20.7795,0.006715,0.45534,0.012463,0.976372,0.096481,1.478015,1.288608
338,260.621,19.5165,101.1379,20.1363,175.6678,17.9207,523.992,19.8843,0.008401,0.663917,0.004882,0.977213,0.067935,1.513135,1.157931
339,253.3104,18.6134,68.2227,17.751,357.7068,21.4994,448.8193,21.1078,0.005431,0.412138,0.007564,0.553592,0.055617,1.390456,0.919504
340,208.3153,19.5516,103.0651,20.7888,212.0678,20.0702,355.5777,21.0906,0.009414,0.848912,0.012642,0.69091,0.078127,1.664587,1.191372
341,201.101,18.8066,113.6429,19.8266,129.4467,20.4712,257.5439,17.8709,0.00991,0.706088,0.008341,1.410299,0.111842,1.536409,1.191063
342,158.0356,18.9179,81.8567,16.8528,162.2366,18.1464,386.4502,24.9343,0.016387,0.70207,0.011749,1.314673,0.062881,1.35724,0.948883
343,228.6619,21.3557,83.3168,21.8819,169.8721,17.9938,385.3911,20.4587,0.014099,0.752032,0.008059,0.776159,0.051275,1.509291,1.143271
344,106.8024,22.7262,83.7863,18.1193,202.0204,20.2324,370.911,19.7326,0.01417,0.452745,0.013157,0.858616,0.097986,1.423872,0.98943
345,92.2674,22.8929,84.9685,16.7015,214.1643,21.9759,428.3416,20.0899,0.009565,0.977968,0.009784,1.426322,0.064644,1.339595,0.941692
346,273.2377,18.1082,87.9836,17.8531,266.7639,16.964,297.5268,21.4481,0.010449,0.5742,0.008675,1.176948,0.060314,1.483858,1.013239
347,196.5573,18.9747,86.6957,17.5499,358.3677,21.3516,386.0402,20.2751,0.012755,0.514679,0.008047,0.499547,0.056168,1.436978,0.996285
348,196.0155,20.6809,127.0223,24.4401,185.0035,17.5366,467.5484,18.863,0.006605,0.951955,0.008319,1.162962,0.084777,1.562857,1.316997
349,190.7567,20.3699,119.0332,17.2181,223.2396,17.3612,284.3784,19.8585,0.00564,1.245393,0.01473,1.070393,0.067686,1.522516,1.131444
350,186.3791,18.8601,86.2389,20.9695,379.003,21.3172,472.7242,22.1355,0.0101,0.671057,0.014804,1.420649,0.067221,1.625687,1.121597
351,181.7988,19.2142,108.0195,23.5087,139.5643,18.122,271.0269,19.4398,0.008894,0.681674,0.008768,0.736416,0.044826,1.479172,1.208569
352,151.0345,21.7382,71.5378,19.5189,413.6884,19.6114,265.0634,20.2884,0.012065,0.662374,0.011122,0.593968,0.04754,1.485433,0.999989
353,150.6251,20.5166,77.305,20.0623,168.6836,20.8701,308.4657,21.8246,0.013536,1.050176,0.01165,0.753224,0.060916,1.52899,1.043811
354,178.4235,21.2133,60.9119,18.6593,232.879,20.298,369.2026,19.3864,0.012582,0.794196,0.014174,1.351323,0.08684,1.414326,0.919714
355,229.8802,19.4136,86.0153,20.1505,239.6656,21.8106,323.8034,21.3239,0.009113,0.453403,0.007975,0.845893,0.0676,1.607945,1.089562
356,135.6935,18.2391,43.58,20.6476,239.673,17.1126,239.9823,19.4567,0.00769,0.692249,0.00843,0.796806,0.061853,1.428985,0.86922
357,132.2321,18.6087,54.8729,17.7543,500.1445,16.2179,510.5738,20.6967,0.011067,0.612132,0.00964,1.034734,0.080189,1.300128,0.856664
358,139.1203,15.9112,140.6849,19.3113,143.0017,18.0955,427.2945,17.5175,0.005918,0.694476,0.007485,1.386277,0.066275,1.42747,1.208802
359,140.3956,20.2013,104.4495,16.7446,193.1887,15.2596,468.2324,21.8648,0.011223,0.574674,0.016339,1.038988,0.062849,1.341879,1.03301
360,201.5793,17.7641,32.2239,20.2427,98.6878,20.3458,315.0746,21.5172,0.00657,0.447069,0.006786,0.95644,0.087857,1.368996,0.781649
361,234.1717,21.4746,64.1847,19.616,325.104,20.7808,273.6663,20.0415,0.009698,0.523067,0.015295,0.470389,0.155123,1.496395,0.970206
362,214.2693,18.7679,87.7983,21.0359,258.9386,18.9422,401.5112,22.1831,0.005745,1.009711,0.007957,0.861822,0.063727,1.651912,1.131225
363,198.0227,24.6467,49.9205,18.9496,123.7117,16.0473,275.4759,19.7488,0.014553,0.592676,0.014132,0.970736,0.107916,1.275669,0.859567
364,325.122,18.0161,56.8736,15.6811,140.2055,22.5849,495.1248,20.436,0.007893,0.719949,0.012499,0.650446,0.08048,1.2064,0.792925
365,218.074,19.8571,106.409,16.8855,317.5581,18.6741,409.3424,20.9175,0.008318,0.629316,0.005909,1.2699,0.096225,1.484402,1.062147
366,152.1239,15.0958,29.5617,19.349,382.3131,17.1879,278.8805,20.5226,0.00615,0.740841,0.015167,0.751545,0.094717,1.300172,0.736872
367,154.8024,18.5391,69.6376,21.6103,313.5363,17.1891,254.567,21.2426,0.006427,0.378286,0.006833,0.784168,0.082016,1.586025,1.060893
368,167.3645,19.8334,102.5078,15.4849,295.5542,16.1354,506.2577,18.3741,0.008118,0.633233,0.006786,1.322798,0.091514,1.36094,0.994021
369,151.7224,19.2395,137.1102,19.0272,263.856,20.9399,343.2038,16.5408,0.01422,0.40665,0.007632,0.906426,0.05644,1.662588,1.229436
370,136.6009,20.003,81.5407,14.7681,205.0013,17.9309,359.1771,19.5605,0.009978,0.609888,0.022689,0.715053,0.080726,1.232358,0.872736
371,278.1572,17.3868,58.0018,16.2393,544.3984,20.6472,397.7486,21.428,0.008171,0.591709,0.004751,0.829503,0.071453,1.247274,0.818115
372,117.0083,18.4239,113.3275,18.8815,322.9271,22.9599,274.1333,18.2315,0.00555,0.685877,0.007382,1.041848,0.109688,1.548216,1.113504
373,191.3256,22.8348,46.5268,20.9857,177.5621,15.6475,237.2588,20.2279,0.006869,0.3823,0.01276,0.956352,0.083436,1.368784,0.899131
374,182.8561,18.0789,74.2052,17.9303,229.866,19.3725,308.1632,19.5705,0.010016,0.414268,0.007669,0.953259,0.110903,1.403858,0.953297
375,233.1129,17.6543,117.4472,19.733,160.3231,23.4012,179.1184,19.7581,0.014079,0.692701,0.008358,0.762247,0.032157,1.681765,1.217235
376,139.3581,17.5898,49.8055,20.4672,203.9084,18.5666,542.0655,18.8157,0.005823,0.541546,0.012522,0.933564,0.069085,1.438128,0.904891
377,138.5911,19.4745,120.2135,20.0086,253.9412,21.7783,222.0193,21.8304,0.006954,0.48022,0.008062,1.451693,0.048662,1.655781,1.191725
378,161.0015,17.5825,39.4851,18.1004,264.0772,19.0692,402.1908,17.5586,0.014582,0.488897,0.013551,0.856945,0.067793,1.280409,0.765106
379,264.7362,22.4058,64.4904,20.8441,192.2644,20.7222,356.0199,20.888,0.004629,0.583627,0.007651,1.559468,0.054992,1.580734,1.013618
380,370.8366,21.0516,95.0722,15.0697,210.3059,21.1702,286.7263,19.4989,0.010063,0.686059,0.011385,1.312463,0.063625,1.334996,0.945254
381,253.7064,20.5727,46.4773,19.9974,292.4135,21.8335,655.2429,21.06,0.006175,0.49442,0.008436,0.904922,0.09849,1.440378,0.868502
382,97.8555,20.1052,83.2658,21.0012,219.7184,20.5818,462.4945,19.9067,0.009813,0.930052,0.013395,1.93024,0.048852,1.568347,1.065345
383,340.511,18.8028,99.8245,17.0649,152.2312,20.5475,267.2723,20.7394,0.0129,0.964593,0.006003,1.461896,0.060828,1.484357,1.038557
384,201.2256,21.0537,107.1327,17.8233,235.5041,19.3524,419.4109,21.1537,0.008203,0.884293,0.007285,0.906016,0.08586,1.535425,1.099543
385,213.8878,14.8053,92.2851,20.1551,105.6579,17.2183,489.1097,20.5386,0.010374,0.505178,0.00752,0.537017,0.090072,1.326759,1.044786
386,198.0509,18.4731,30.2941,20.2146,152.8297,16.1674,385.5399,18.1124,0.010039,0.793949,0.020964,0.896853,0.087882,1.313308,0.768015
387,243.4517,21.5,34.8385,19.6342,360.9647,17.4999,256.9271,19.7999,0.011575,0.818979,0.01246,0.426359,0.070341,1.349169,0.780437
388,507.725,18.9039,157.4987,18.4433,155.6492,16.8075,386.1625,20.61,0.01268,0.48287,0.009254,1.34927,0.10209,1.514192,1.220261
389,230.5057,24.5695,87.312,17.2338,158.5912,18.1919,315.1747,21.064,0.012565,0.651341,0.010654,1.034339,0.080572,1.408298,0.987583
390,238.2097,17.4042,43.7381,18.8534,238.486,17.6717,265.3005,20.3811,0.008001,1.063939,0.007871,0.480163,0.155607,1.352275,0.815772
391,424.3267,20.904,57.5543,21.4145,172.4444,18.3061,296.9383,19.2781,0.006438,0.723504,0.010493,1.130282,0.093174,1.50067,0.985369
392,108.6281,21.7199,30.7197,15.0127,236.7125,21.5563,660.2351,21.833,0.015708,0.349364,0.005469,0.796778,0.083009,1.040705,0.616714
393,197.1079,18.897,106.8025,17.7179,224.5325,19.3435,741.1064,22.1287,0.008602,0.938748,0.007222,0.796101,0.146046,1.514385,1.094184
394,183.8335,21.7071,92.1387,22.6922,134.263,18.2051,356.7954,22.0922,0.010542,0.612627,0.007013,0.77462,0.088941,1.461064,1.15131
395,245.7075,18.4831,62.1597,20.5548,104.5862,23.2203,262.3466,19.6623,0.013646,0.483994,0.006797,0.95012,0.055036,1.540377,0.989305
396,277.6008,17.5166,119.9632,17.1253,419.6251,18.6629,316.0156,19.3947,0.012022,0.516204,0.006245,0.8379,0.085833,1.569486,1.132808
397,122.5759,21.5073,90.9584,22.0515,205.502,14.3147,415.5777,20.1108,0.005975,0.827427,0.011371,0.471438,0.093005,1.372513,1.146383
398,134.4627,19.0815,135.386,20.3137,211.9137,15.4831,496.337,19.6506,0.011252,0.733359,0.009176,0.971897,0.088321,1.440781,1.248831
399,115.6919,18.6204,117.4533,20.311,357.6374,18.3938,443.6658,20.0101,0.005629,0.484029,0.009705,1.494926,0.079248,1.644451,1.174709
400,128.016,20.9905,34.1356,17.0681,349.761,22.1514,367.3837,23.204,0.016841,0.527832,0.010846,1.63839,0.100123,1.18536,0.699148
401,313.1626,22.396,67.7969,15.4621,319.832,21.9504,421.4239,19.1164,0.007109,0.768411,0.007382,1.198156,0.05376,1.240294,0.834796
402,148.1032,15.7909,54.3525,21.1299,288.7226,20.6011,343.1957,20.1894,0.008209,0.476624,0.009461,0.796324,0.071956,1.487594,0.955368
403,182.4741,20.5049,105.3898,22.2087,349.3605,16.458,360.991,19.7366,0.009937,0.431229,0.013825,1.408079,0.088131,1.739313,1.23798
404,312.8353,17.8789,116.8531,16.884,439.6818,16.3348,225.1093,20.8628,0.008609,0.378157,0.008907,1.170756,0.048526,1.547488,1.10985
405,193.6069,18.4043,80.6234,20.1704,225.8389,17.7996,383.0472,18.1201,0.015688,0.443241,0.016189,0.573525,0.061212,1.549468,1.065771
406,228.2775,18.6701,49.8351,18.1338,157.6029,19.8705,315.4779,16.3098,0.009307,0.74313,0.011692,1.105658,0.073308,1.334972,0.834622
407,191.2624,20.9929,160.1485,21.0255,192.639,19.0914,231.1879,19.1257,0.014151,0.861709,0.007178,1.327097,0.071702,1.626393,1.372519
408,85.8742,21.1628,69.0847,18.9481,373.5936,20.3586,374.2007,19.3179,0.009969,0.564687,0.007914,1.723968,0.100182,1.400335,0.943649
409,225.5607,18.0584,79.5958,19.5703,188.9881,17.719,427.0456,17.2125,0.005968,0.613074,0.012305,1.176321,0.070069,1.487139,1.038563
410,165.0304,20.9549,64.4044,19.3188,146.3929,20.5614,706.3432,18.9895,0.006842,0.732471,0.005892,0.850967,0.056725,1.454568,0.960093
411,291.6425,17.5387,51.9383,16.348,163.4075,21.9314,291.2577,20.4243,0.008133,0.556265,0.007528,1.022276,0.066174,1.227696,0.794483
412,254.8162,18.799,66.7347,19.6852,162.4503,17.7672,282.7778,20.8774,0.010951,0.662563,0.01981,0.825673,0.097216,1.435099,0.984382
413,171.9111,17.4556,54.424,15.9769,228.4507,19.1805,382.0567,19.9716,0.007127,0.427917,0.009477,0.585512,0.043027,1.214664,0.792406
414,253.9417,15.7521,138.5071,18.9195,84.6487,18.5667,302.8138,19.3365,0.008545,1.115282,0.013287,1.132654,0.066348,1.389015,1.130363
415,182.8491,17.1533,106.1947,20.5129,128.1924,18.3774,347.375,17.9098,0.006481,0.42839,0.005012,0.795887,0.114155,1.427074,1.138188
416,343.9987,16.8847,125.7962,22.0813,552.4889,19.7253,280.8418,21.1506,0.007071,0.747673,0.008558,1.249443,0.041356,1.915725,1.344533
417,150.661,19.4694,100.1086,19.3887,224.6833,18.8272,294.454,21.1283,0.011821,0.248332,0.005944,0.858106,0.056027,1.560498,1.103853
418,207.0972,21.6317,66.1209,18.9145,132.5441,19.984,364.6634,19.0404,0.013925,0.329957,0.008482,0.592192,0.042738,1.433714,0.952844
419,236.5224,17.5585,72.8342,16.0176,307.923,16.2216,483.2085,17.9783,0.007614,0.697504,0.011495,0.821905,0.128598,1.298074,0.877642
420,185.355,18.8465,81.1195,13.885,208.4923,20.725,253.6431,17.5468,0.014886,0.54456,0.008793,0.714385,0.05203,1.198584,0.839658
421,157.9087,19.4358,61.2412,15.2146,295.9483,18.7087,252.2004,20.3233,0.011259,0.520483,0.017794,0.924804,0.07185,1.195689,0.796113
422,212.1472,24.6299,109.3571,17.4711,283.2052,21.7688,268.317,22.1016,0.007091,0.562467,0.012999,0.930062,0.068184,1.548579,1.096863
423,176.3373,21.544,210.492,20.6355,155.3565,19.5199,447.369,19.8051,0.015956,0.651129,0.010659,1.003058,0.07796,1.610397,1.441542
424,263.4199,18.613,100.1274,17.7792,268.5283,22.9875,334.5375,19.1367,0.00882,1.030383,0.012934,1.404805,0.067398,1.532343,1.065938
425,202.2426,22.6396,82.0694,19.2093,423.3579,17.5849,406.8041,19.2909,0.013459,0.833969,0.005277,0.704726,0.125212,1.539512,1.036351
426,154.4636,19.3897,67.014,20.446,239.0025,20.2324,356.4838,18.5832,0.007696,0.705574,0.013831,1.053258,0.12069,1.513698,1.014312
427,193.4409,21.9975,111.8573,21.9827,300.1912,20.2582,330.8225,18.1158,0.008164,0.705363,0.00535,1.024275,0.054031,1.792769,1.266523
428,298.6248,17.2741,98.5073,17.7168,557.9526,22.8971,297.8767,17.1959,0.012436,0.636302,0.010048,1.059503,0.17404,1.521134,1.056262
429,207.4553,20.2402,74.8389,19.9397,273.6113,17.4574,417.1841,22.7743,0.01095,0.370513,0.008138,1.052277,0.060276,1.548264,1.030774
430,149.9133,21.7594,61.9245,20.6016,200.2277,19.1475,466.1776,21.1543,0.019759,0.479774,0.011382,1.247189,0.084816,1.515718,0.989185
431,158.6253,21.4683,111.7705,19.3395,219.0101,18.1338,394.0656,18.951,0.010483,0.598019,0.005561,0.954813,0.203674,1.562268,1.1578
432,240.8799,19.6301,124.7652,19.0022,123.4372,20.0472,367.968,21.0593,0.008596,0.662999,0.010954,1.181971,0.050873,1.521526,1.184317
433,208.0209,18.844,124.3091,21.0212,267.9895,21.384,277.0871,20.751,0.00912,0.632081,0.008701,1.064192,0.068569,1.769785,1.277783
434,129.9607,22.638,109.9092,20.408,196.1182,17.4033,622.1551,19.5028,0.008602,0.698244,0.007898,0.891352,0.14219,1.495233,1.173796
435,283.7185,21.2011,46.429,17.924,317.1263,16.1795,679.9185,21.1398,0.008638,0.439332,0.00919,1.455736,0.063631,1.306239,0.805805
436,299.9219,23.1522,74.3615,22.5146,154.7635,15.703,297.9397,22.1706,0.011688,0.628657,0.020158,0.952596,0.067797,1.410022,1.080164
437,191.3014,18.7263,57.792,16.7943,214.0819,21.0046,380.1387,20.0326,0.008851,0.893659,0.010857,0.47891,0.065165,1.282272,0.837221
438,130.0762,18.1365,62.4794,15.4074,517.5608,19.7824,452.2137,20.5606,0.010779,0.889954,0.008224,0.860927,0.126485,1.190138,0.80863
439,463.1721,21.9679,67.1305,19.7717,226.8063,20.8024,287.6941,20.644,0.007331,0.480555,0.00843,0.993399,0.048229,1.519767,0.989427
440,217.8912,21.0861,65.4769,21.5367,218.5496,17.4098,306.0147,20.1284,0.008056,0.402142,0.009314,0.928266,0.092632,1.542578,1.041579
441,383.7019,22.2851,101.1161,13.0167,155.2371,15.7627,337.3312,19.5373,0.013013,0.56163,0.004926,1.322161,0.0563,1.231901,0.900773
442,224.4187,21.3474,73.6054,16.4219,126.3658,19.7331,279.348,18.6849,0.008145,0.518464,0.009582,1.075877,0.061943,1.327545,0.89571
443,213.1423,20.1443,100.1412,19.5293,269.5817,19.5169,327.0929,18.4968,0.005975,0.864216,0.011985,1.433794,0.068463,1.612549,1.130637
444,257.2505,16.1513,87.6036,18.5172,281.2492,19.6268,271.102,19.6259,0.010523,0.307504,0.007822,0.652653,0.050753,1.520382,1.035911
445,210.8475,21.6882,72.5181,17.5893,140.2832,23.2177,281.6636,19.188,0.010475,0.635399,0.012917,0.973031,0.069103,1.398708,0.933134
446,200.3306,19.687,70.5475,22.2805,120.0899,18.7742,518.6208,18.2336,0.011586,0.821214,0.008006,0.908488,0.073357,1.443248,1.087819
447,181.6569,22.2275,83.0262,22.9323,193.4966,21.0949,242.826,19.2662,0.007317,0.366186,0.013417,0.753393,0.063403,1.6936,1.182779
448,153.5488,17.0291,69.2053,17.5814,295.0357,20.5905,358.1206,21.0575,0.007944,1.282047,0.014777,0.946268,0.021999,1.343264,0.917768
449,190.5537,20.8674,88.5884,21.6774,152.9854,17.9221,317.4093,18.1859,0.013738,0.458345,0.008304,1.089694,0.090338,1.46375,1.14211
450,145.5861,19.7173,60.861,18.7443,618.6992,18.0175,701.6161,20.4053,0.004082,0.753579,0.011643,0.850469,0.105952,1.390824,0.922631
451,298.2289,20.107,97.3993,18.449,135.1341,14.3817,350.5593,19.4509,0.009441,0.498845,0.019086,0.800409,0.069119,1.275147,1.003206
452,199.9812,18.6125,62.3305,15.8066,328.9569,19.8342,360.0041,18.792,0.00612,0.548826,0.00926,0.702917,0.0929,1.238398,0.822243
453,109.8768,21.8608,84.7479,22.2456,171.2781,18.6038,375.022,21.4138,0.012615,0.581129,0.0094,1.094298,0.087174,1.504542,1.125666
454,151.6796,18.105,92.7324,17.668,139.9012,21.3857,320.4961,18.1036,0.011978,0.620001,0.007451,0.753249,0.059206,1.431157,1.017109
455,341.1956,20.0451,116.5345,17.9911,152.3187,20.2773,464.2681,23.9029,0.010868,0.856412,0.014245,0.948734,0.078699,1.551985,1.148642
456,206.6455,22.2151,73.5974,21.7357,507.2988,20.1184,313.6353,16.5811,0.01555,0.497958,0.010808,0.871346,0.046993,1.659763,1.093456
457,115.0572,20.9094,89.4003,14.0925,352.3324,22.8025,298.5977,19.4319,0.010116,0.645215,0.007294,0.406899,0.069663,1.21288,0.882747
458,237.4035,18.2651,65.8937,20.4289,487.7734,15.8414,262.615,20.5839,0.006183,0.376561,0.012587,0.988355,0.057659,1.556,1.008576
459,127.8989,20.4926,65.7647,18.386,305.0915,20.4851,500.2647,19.3931,0.00832,0.780203,0.014089,0.53115,0.057847,1.379756,0.931664
460,194.9308,19.903,61.4939,16.5077,180.5581,14.2662,319.0126,16.3775,0.007802,0.550494,0.00786,0.894091,0.081022,1.244322,0.84368
461,204.8348,16.2175,47.5944,18.5596,219.796,18.3891,455.5636,18.6441,0.014543,1.170753,0.014443,0.899133,0.059832,1.353279,0.832475
462,182.3058,19.1521,134.8611,16.5526,271.1302,19.5605,290.3347,21.1112,0.009731,0.589068,0.008731,1.075932,0.109392,1.53435,1.160171
463,288.5456,17.4955,86.6294,15.2873,210.4417,18.5464,445.7802,18.9559,0.011873,0.417835,0.007547,0.648885,0.14101,1.311783,0.914412
464,204.0091,19.4627,94.9478,17.5768,291.0165,19.6051,278.4513,18.4653,0.01192,0.547904,0.007404,2.365944,0.119973,1.474146,1.034908
465,165.6295,23.1727,127.9588,24.4328,213.7731,23.2166,297.061,18.6428,0.011648,0.833065,0.009684,0.758311,0.073555,1.87784,1.397546
466,296.3934,17.6562,102.8051,20.2988,336.952,18.2862,298.6805,18.7779,0.009014,0.435586,0.021633,1.483663,0.094221,1.706867,1.171654
467,185.2516,22.266,73.5315,19.3094,161.9699,16.7608,335.6001,19.4087,0.009425,0.855097,0.010072,1.531657,0.090668,1.38845,1.00123
468,227.9666,18.1978,52.5596,17.5856,245.4391,18.7272,408.2836,19.9065,0.008933,0.477533,0.011222,0.678922,0.095257,1.310914,0.836361
469,155.117,18.6888,78.3784,18.7788,144.9232,17.977,641.4319,20.1321,0.013306,0.471947,0.016057,1.631317,0.056686,1.391112,1.002346
470,210.549,18.2985,67.7803,24.0011,136.2269,19.1182,389.7741,17.1205,0.007529,0.482151,0.007499,0.828603,0.04737,1.505475,1.134231
471,192.9871,20.4731,80.7585,18.1553,211.4958,22.3929,299.518,19.8545,0.013105,0.690095,0.005728,0.749654,0.068198,1.457416,0.991399
472,146.4437,19.2323,85.4581,19.6324,258.9608,13.1746,373.0668,18.9057,0.012001,0.527618,0.009296,0.851049,0.052386,1.37898,1.053265
473,156.7546,16.9619,45.9019,16.2293,388.4822,15.2845,181.476,21.501,0.010708,0.258123,0.012243,0.632601,0.09488,1.19111,0.752448
474,290.2963,20.9682,81.0277,20.6729,157.814,18.2478,384.078,17.959,0.010572,0.378935,0.007835,0.816316,0.145454,1.50586,1.08661
475,162.1581,20.3304,125.9461,18.0918,197.7968,14.7417,353.8167,20.155,0.011069,0.623939,0.009327,1.017768,0.047479,1.36481,1.152593
476,125.8986,21.3885,81.4937,16.8178,173.131,19.1762,368.1812,20.0024,0.014759,0.417972,0.009528,0.541962,0.061232,1.346883,0.945167
477,203.5839,20.5255,77.7374,17.4671,194.036,17.6215,479.0452,19.3344,0.005818,0.449685,0.009164,0.85206,0.068249,1.413622,0.952438
478,209.545,19.2454,79.5559,17.2132,384.2016,16.438,290.3145,20.8053,0.009702,0.295799,0.00921,0.716121,0.047679,1.404153,0.951475
479,213.8375,19.8127,30.4248,21.2093,134.6595,20.6249,414.5482,20.9347,0.011018,0.74245,0.011667,1.212633,0.065824,1.423622,0.79946
480,191.9579,18.9908,29.4024,20.4677,58.8627,21.9501,307.3616,19.5561,0.009085,0.511019,0.008586,0.570692,0.108062,1.367441,0.769854
481,196.5736,16.183,45.922,14.7475,271.4799,21.8927,524.3136,20.7869,0.008068,0.755025,0.006769,1.435429,0.074842,1.098714,0.709649
482,188.3183,22.7246,96.7038,19.5777,151.1573,17.6445,478.7448,19.2636,0.006397,0.706312,0.009762,1.135813,0.07899,1.432886,1.113247
